Institute Name,Program Name,State/All India Seats,Seat Pool,OPEN,OPEN-PwD,GEN-EWS,GEN-EWS-PwD,SC,SC-PwD,ST,ST-PwD,OBC-NCL,OBC-NCL-PwD,Total
"National Institute of Technology, Rourkela","Mining Engineering  (4 Years, Bachelor of Technology)",Other thanODISHA,Gender-Neutral,8,0,2,0,2,0,2,0,5,0,19
"National Institute of Technology, Rourkela","Mining Engineering  (4 Years, Bachelor of Technology)",Other thanODISHA,Female-only (including Supernumerary),1,0,0,0,1,0,0,0,1,0,3
"National Institute of Technology, Rourkela","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",ODISHA,Gender-Neutral,9,1,2,0,3,0,1,0,6,0,22
"National Institute of Technology, Rourkela","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",ODISHA,Female-only (including Supernumerary),2,0,1,0,1,0,1,0,1,0,6
"National Institute of Technology, Rourkela","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",Other thanODISHA,Gender-Neutral,9,0,2,0,3,0,2,0,6,0,22
"National Institute of Technology, Rourkela","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",Other thanODISHA,Female-only (including Supernumerary),3,0,1,0,0,0,0,0,2,0,6
"National Institute of Technology, Rourkela","Bio Medical Engineering (4 Years, Bachelor of Technology)",ODISHA,Gender-Neutral,6,0,2,0,2,0,1,0,4,0,15
"National Institute of Technology, Rourkela","Bio Medical Engineering (4 Years, Bachelor of Technology)",ODISHA,Female-only (including Supernumerary),2,0,0,0,1,0,0,0,1,0,4
"National Institute of Technology, Rourkela","Bio Medical Engineering (4 Years, Bachelor of Technology)",Other thanODISHA,Gender-Neutral,6,0,2,0,2,0,1,0,4,0,15
"National Institute of Technology, Rourkela","Bio Medical Engineering (4 Years, Bachelor of Technology)",Other thanODISHA,Female-only (including Supernumerary),2,0,0,0,1,0,1,0,1,0,5
"National Institute of Technology, Rourkela","Industrial Design (4 Years, Bachelor of Technology)",ODISHA,Gender-Neutral,6,0,2,0,2,0,1,0,4,0,15
"National Institute of Technology, Rourkela","Industrial Design (4 Years, Bachelor of Technology)",ODISHA,Female-only (including Supernumerary),3,0,0,0,1,0,0,0,1,0,5
"National Institute of Technology, Rourkela","Industrial Design (4 Years, Bachelor of Technology)",Other thanODISHA,Gender-Neutral,6,0,2,0,2,0,1,0,4,0,15
"National Institute of Technology, Rourkela","Industrial Design (4 Years, Bachelor of Technology)",Other thanODISHA,Female-only (including Supernumerary),2,0,0,0,1,0,0,0,1,0,4
"National Institute of Technology, Rourkela","Food Process Engineering (4 Years, Bachelor of Technology)",ODISHA,Gender-Neutral,6,0,2,0,2,0,1,0,4,0,15
"National Institute of Technology, Rourkela","Food Process Engineering (4 Years, Bachelor of Technology)",ODISHA,Female-only (including Supernumerary),1,0,1,0,1,0,0,0,1,0,4
"National Institute of Technology, Rourkela","Food Process Engineering (4 Years, Bachelor of Technology)",Other thanODISHA,Gender-Neutral,6,0,2,0,2,0,1,0,4,0,15
"National Institute of Technology, Rourkela","Food Process Engineering (4 Years, Bachelor of Technology)",Other thanODISHA,Female-only (including Supernumerary),2,0,0,0,1,0,0,0,1,0,4
"National Institute of Technology, Rourkela","Architecture  (5 Years, Bachelor of Architecture)",ODISHA,Gender-Neutral,3,0,1,0,1,0,1,0,2,0,8
"National Institute of Technology, Rourkela","Architecture  (5 Years, Bachelor of Architecture)",ODISHA,Female-only (including Supernumerary),1,0,0,0,0,0,0,0,1,0,2
"National Institute of Technology, Rourkela","Architecture  (5 Years, Bachelor of Architecture)",Other thanODISHA,Gender-Neutral,3,0,1,0,1,0,1,0,2,0,8
"National Institute of Technology, Rourkela","Architecture  (5 Years, Bachelor of Architecture)",Other thanODISHA,Female-only (including Supernumerary),1,0,0,0,0,0,0,0,1,0,2
"National Institute of Technology, Rourkela","Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",ODISHA,Gender-Neutral,3,0,0,0,1,0,0,0,1,0,5
"National Institute of Technology, Rourkela","Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",ODISHA,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,1,0,1
"National Institute of Technology, Rourkela","Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Other thanODISHA,Gender-Neutral,2,0,1,0,1,0,0,0,1,0,5
"National Institute of Technology, Rourkela","Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Other thanODISHA,Female-only (including Supernumerary),1,0,0,0,0,0,0,0,0,0,1
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",ODISHA,Gender-Neutral,3,0,0,0,1,0,0,0,1,0,5
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",ODISHA,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,1,0,1
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Other thanODISHA,Gender-Neutral,3,0,0,0,1,0,0,0,2,0,6
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Other thanODISHA,Female-only (including Supernumerary),1,0,0,0,0,0,0,0,0,0,1
"National Institute of Technology, Rourkela","Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",ODISHA,Gender-Neutral,2,0,0,0,1,0,1,0,2,0,6
"National Institute of Technology, Rourkela","Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",ODISHA,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"National Institute of Technology, Rourkela","Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Other thanODISHA,Gender-Neutral,2,0,1,0,1,0,1,0,1,0,6
"National Institute of Technology, Rourkela","Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Other thanODISHA,Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"National Institute of Technology, Rourkela","Ceramic Engineering and M.Tech Industrial Ceramic (5 Years, Bachelor and Master of Technology (Dual Degree))",ODISHA,Gender-Neutral,3,0,0,0,1,0,0,0,2,0,6
"National Institute of Technology, Rourkela","Ceramic Engineering and M.Tech Industrial Ceramic (5 Years, Bachelor and Master of Technology (Dual Degree))",ODISHA,Female-only (including Supernumerary),1,0,0,0,0,0,0,0,0,0,1
"National Institute of Technology, Rourkela","Ceramic Engineering and M.Tech Industrial Ceramic (5 Years, Bachelor and Master of Technology (Dual Degree))",Other thanODISHA,Gender-Neutral,2,0,0,0,1,0,0,0,2,0,5
"National Institute of Technology, Rourkela","Ceramic Engineering and M.Tech Industrial Ceramic (5 Years, Bachelor and Master of Technology (Dual Degree))",Other thanODISHA,Female-only (including Supernumerary),1,0,0,0,0,0,0,0,0,0,1
"National Institute of Technology, Rourkela","Chemistry (5 Years, Integrated Master of Science)",ODISHA,Gender-Neutral,4,0,1,0,2,0,1,0,2,0,10
"National Institute of Technology, Rourkela","Chemistry (5 Years, Integrated Master of Science)",ODISHA,Female-only (including Supernumerary),1,0,0,0,0,0,0,0,1,0,2
"National Institute of Technology, Rourkela","Chemistry (5 Years, Integrated Master of Science)",Other thanODISHA,Gender-Neutral,4,0,1,0,2,0,1,0,3,0,11
"National Institute of Technology, Rourkela","Chemistry (5 Years, Integrated Master of Science)",Other thanODISHA,Female-only (including Supernumerary),1,0,0,0,0,0,0,0,1,0,2
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science)",ODISHA,Gender-Neutral,4,0,1,0,2,0,1,0,3,0,11
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science)",ODISHA,Female-only (including Supernumerary),1,0,0,0,0,0,0,0,1,0,2
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science)",Other thanODISHA,Gender-Neutral,4,0,1,0,2,0,1,0,3,0,11
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science)",Other thanODISHA,Female-only (including Supernumerary),1,0,0,0,0,0,0,0,0,0,1
"National Institute of Technology, Rourkela","Mathematics (5 Years, Integrated Master of Science)",ODISHA,Gender-Neutral,4,0,1,0,2,0,1,0,3,0,11
"National Institute of Technology, Rourkela","Mathematics (5 Years, Integrated Master of Science)",ODISHA,Female-only (including Supernumerary),1,0,0,0,0,0,0,0,0,0,1
"National Institute of Technology, Rourkela","Mathematics (5 Years, Integrated Master of Science)",Other thanODISHA,Gender-Neutral,5,0,1,0,2,0,1,0,3,0,12
"National Institute of Technology, Rourkela","Mathematics (5 Years, Integrated Master of Science)",Other thanODISHA,Female-only (including Supernumerary),1,0,0,0,0,0,0,0,0,0,1
"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science)",ODISHA,Gender-Neutral,4,0,1,0,2,0,1,0,3,0,11
"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science)",ODISHA,Female-only (including Supernumerary),1,0,0,0,0,0,0,0,1,0,2
"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science)",Other thanODISHA,Gender-Neutral,4,0,1,0,2,0,1,0,2,0,10
"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science)",Other thanODISHA,Female-only (including Supernumerary),1,0,0,0,0,0,0,0,1,0,2
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",ASSAM,Gender-Neutral,25,1,5,0,9,0,4,1,16,1,62
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",ASSAM,Female-only (including Supernumerary),5,1,2,0,3,0,1,0,4,0,16
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",Other thanASSAM,Gender-Neutral,25,1,6,1,8,1,5,0,16,1,64
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",Other thanASSAM,Female-only (including Supernumerary),6,0,1,0,3,0,1,0,4,0,15
"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",ASSAM,Gender-Neutral,25,1,5,1,10,0,5,0,16,1,64
"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",ASSAM,Female-only (including Supernumerary),6,0,2,0,2,1,1,0,4,0,16
"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other thanASSAM,Gender-Neutral,26,1,6,0,8,1,5,0,16,2,65
"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other thanASSAM,Female-only (including Supernumerary),5,1,2,0,3,0,1,0,4,0,16
"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",ASSAM,Gender-Neutral,25,1,5,1,10,0,4,1,17,1,65
"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",ASSAM,Female-only (including Supernumerary),6,1,2,0,2,0,1,0,4,0,16
"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",Other thanASSAM,Gender-Neutral,25,2,6,0,9,0,5,0,17,1,65
"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",Other thanASSAM,Female-only (including Supernumerary),6,0,2,0,2,1,1,0,4,0,16
"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ASSAM,Gender-Neutral,25,1,5,1,10,0,4,1,17,1,65
"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ASSAM,Female-only (including Supernumerary),6,1,2,0,2,0,1,0,4,0,16
"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other thanASSAM,Gender-Neutral,26,1,6,0,9,0,5,0,17,1,65
"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other thanASSAM,Female-only (including Supernumerary),6,0,2,0,2,1,1,0,4,0,16
"National Institute of Technology, Silchar","Mechanical Engineering (4 Years, Bachelor of Technology)",ASSAM,Gender-Neutral,26,1,7,0,8,1,5,0,15,2,65
"National Institute of Technology, Silchar","Mechanical Engineering (4 Years, Bachelor of Technology)",ASSAM,Female-only (including Supernumerary),5,1,2,0,3,0,1,0,4,0,16
"National Institute of Technology, Silchar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other thanASSAM,Gender-Neutral,25,1,5,1,10,0,5,0,16,1,64
"National Institute of Technology, Silchar","Mechanical Engineering (4 Years, Bachelor of Technology)",Other thanASSAM,Female-only (including Supernumerary),6,0,2,0,2,0,1,0,5,0,16
"National Institute of Technology, Silchar","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",ASSAM,Gender-Neutral,16,0,4,0,5,1,3,0,11,0,40
"National Institute of Technology, Silchar","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",ASSAM,Female-only (including Supernumerary),4,0,1,0,1,0,1,0,3,0,10
"National Institute of Technology, Silchar","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",Other thanASSAM,Gender-Neutral,15,1,4,0,6,0,3,0,11,0,40
"National Institute of Technology, Silchar","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",Other thanASSAM,Female-only (including Supernumerary),3,1,1,0,1,0,1,0,3,0,10
"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",JKJAMMU & KASHMIR (UT),Gender-Neutral,15,1,4,0,6,0,2,1,9,0,38
"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",JKJAMMU & KASHMIR (UT),Female-only (including Supernumerary),5,0,1,0,2,0,1,0,3,0,12
"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",LALADAKH (UT),Gender-Neutral,1,0,0,0,0,0,0,0,1,0,2
"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",LALADAKH (UT),Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",Other thanJAMMU & KASHMIR (UT)LADAKH (UT),Gender-Neutral,16,1,4,0,6,0,2,1,10,1,41
"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",Other thanJAMMU & KASHMIR (UT)LADAKH (UT),Female-only (including Supernumerary),4,0,1,0,2,0,1,0,2,0,10
"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",JKJAMMU & KASHMIR (UT),Gender-Neutral,28,2,5,1,9,1,5,0,17,1,69
"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",JKJAMMU & KASHMIR (UT),Female-only (including Supernumerary),7,0,3,0,2,0,1,0,5,0,18
"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",LALADAKH (UT),Gender-Neutral,1,0,0,0,1,0,0,0,1,0,3
"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",LALADAKH (UT),Female-only (including Supernumerary),1,0,0,0,0,0,0,0,1,0,2
"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",Other thanJAMMU & KASHMIR (UT)LADAKH (UT),Gender-Neutral,28,2,6,1,9,1,5,0,20,1,73
"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",Other thanJAMMU & KASHMIR (UT)LADAKH (UT),Female-only (including Supernumerary),7,0,2,0,3,0,1,0,5,0,18
"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",JKJAMMU & KASHMIR (UT),Gender-Neutral,12,1,3,0,5,0,3,0,8,0,32
"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",JKJAMMU & KASHMIR (UT),Female-only (including Supernumerary),3,0,1,0,1,0,1,0,3,0,9
"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",LALADAKH (UT),Gender-Neutral,1,0,0,0,0,0,0,0,0,1,2
"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",LALADAKH (UT),Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,0
"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other thanJAMMU & KASHMIR (UT)LADAKH (UT),Gender-Neutral,13,1,2,0,5,0,2,0,8,1,32
"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other thanJAMMU & KASHMIR (UT)LADAKH (UT),Female-only (including Supernumerary),4,0,1,0,2,0,0,0,2,0,9
"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",JKJAMMU & KASHMIR (UT),Gender-Neutral,16,1,3,1,7,0,3,0,10,1,42
